invoiceId,customerId,customerName,customerSegment,issueDate,dueDate,paidDate,amount,amountPaid,paymentMethod,attempts,previousLateInvoices,creditLimit,openBalance
INV-102174,CUST-01586,Importadora Santos S.A.,MID,2026-03-17,2026-04-16,2026-05-14,27542.99,27542.99,BOLETO,2,3,120000.00,0.00
INV-102227,CUST-01340,Soluções Lima ME,SMB,2026-03-17,2026-04-16,,2388.02,872.05,BOLETO,2,2,20000.00,0.00
INV-102420,CUST-01477,Distribuidora Costa,SMB,2026-03-17,2026-04-16,,1523.79,1012.05,BOLETO,2,2,10000.00,2227.32
INV-102486,CUST-01398,Gráfica Nogueira S.A.,SMB,2026-03-17,2026-04-01,2026-04-03,4035.83,4035.83,PIX,1,0,15000.00,0.00
INV-102500,CUST-01160,Editora Coelho,MID,2026-03-17,2026-04-16,2026-04-13,3600.52,3600.52,BOLETO,1,1,120000.00,0.00
INV-102502,CUST-01558,Logística Barros Eireli,SMB,2026-03-17,2026-04-01,2026-03-27,2982.83,2982.83,BOLETO,1,1,10000.00,1095.05
INV-102694,CUST-01460,Madeireira Souza Eireli,SMB,2026-03-17,2026-04-01,2026-03-29,2864.72,2864.72,PIX,1,0,5000.00,0.00
INV-102754,CUST-01333,Tecnologia Teixeira do Brasil,ENT,2026-03-17,2026-04-16,2026-04-15,198510.64,198510.64,PIX,1,0,300000.00,0.00
INV-102944,CUST-01436,Metalúrgica Souza ME,MID,2026-03-17,2026-04-16,2026-04-14,22802.08,22802.08,BANK_TRANSFER,1,1,120000.00,0.00
INV-103004,CUST-01428,Madeireira Coelho do Brasil,MID,2026-03-17,2026-04-16,,9313.57,5174.11,BOLETO,1,0,80000.00,0.00
INV-103154,CUST-01424,Refrigeração Almeida Eireli,SMB,2026-03-17,2026-04-16,2026-04-18,703.49,703.49,PIX,1,1,15000.00,76.72
INV-103336,CUST-01441,Transportes Pereira Eireli,MID,2026-03-17,2026-04-16,2026-04-15,21094.53,21094.53,BOLETO,2,0,300000.00,0.00
INV-103350,CUST-01110,Refrigeração Gomes Ltda,SMB,2026-03-17,2026-05-01,2026-05-14,1975.57,1975.57,PIX,1,0,5000.00,0.00
INV-103546,CUST-01011,Mineração Santos Comercial,SMB,2026-03-17,2026-04-16,2026-04-16,844.02,844.02,CREDIT_CARD,1,0,15000.00,0.00
INV-103631,CUST-01259,Comércio Rodrigues,SMB,2026-03-17,2026-04-16,2026-04-12,2013.09,2013.09,BOLETO,1,3,15000.00,685.44
INV-103727,CUST-01549,Exportadora Carvalho S.A.,ENT,2026-03-17,2026-04-16,2026-04-15,151273.99,151273.99,BANK_TRANSFER,2,0,3000000.00,54073.71
INV-104180,CUST-01004,Serviços Moreira Comercial,SMB,2026-03-17,2026-04-01,2026-05-14,1959.25,1959.25,BOLETO,5,1,30000.00,0.00
INV-104284,CUST-01545,Mineração Mendes ME,SMB,2026-03-17,2026-04-01,,856.17,0.00,BOLETO,4,0,30000.00,872.79
INV-104323,CUST-01351,Editora Gomes Ltda,SMB,2026-03-17,2026-04-16,2026-05-02,1922.70,1922.70,BOLETO,5,0,15000.00,0.00
INV-104413,CUST-01059,Refrigeração Nogueira Comercial,SMB,2026-03-17,2026-04-16,,3142.69,0.00,BOLETO,3,1,30000.00,0.00
INV-104448,CUST-01309,Agro Coelho Eireli,MID,2026-03-17,2026-04-16,2026-04-17,19494.14,19494.14,PIX,1,3,80000.00,0.00
INV-104511,CUST-01376,Alimentos Pereira do Brasil,SMB,2026-03-17,2026-04-16,2026-04-16,2130.31,2130.31,BOLETO,1,0,15000.00,0.00
INV-104610,CUST-01126,Transportes Ribeiro Comercial,SMB,2026-03-17,2026-04-16,2026-05-14,1404.38,1404.38,BOLETO,5,0,10000.00,1430.45
INV-104619,CUST-01076,Varejo Castro Comercial,SMB,2026-03-17,2026-04-16,2026-04-18,3906.47,3906.47,BOLETO,1,1,30000.00,0.00
INV-104714,CUST-01349,Metalúrgica Santos Comercial,SMB,2026-03-17,2026-04-16,,2204.86,1742.05,BOLETO,2,1,10000.00,0.00
INV-104735,CUST-01513,Metalúrgica Ferreira Ltda,SMB,2026-03-17,2026-04-16,,1619.95,0.00,PIX,3,0,50000.00,0.00
INV-104816,CUST-01585,Climatização Mendes S.A.,SMB,2026-03-17,2026-04-16,,1584.92,0.00,BOLETO,2,2,50000.00,120.80
INV-105036,CUST-01544,Climatização Oliveira Eireli,SMB,2026-03-17,2026-05-01,2026-05-02,312.41,312.41,BOLETO,1,0,50000.00,403.12
INV-105121,CUST-01176,Têxtil Teixeira Ltda,SMB,2026-03-17,2026-04-01,2026-04-02,1843.33,1843.33,CREDIT_CARD,1,0,10000.00,0.00
INV-105396,CUST-01339,Madeireira Andrade Ltda,SMB,2026-03-17,2026-04-01,2026-04-02,2622.13,2622.13,PIX,1,0,30000.00,0.00
INV-105408,CUST-01158,Comércio Moreira,SMB,2026-03-17,2026-04-16,,3856.61,983.48,PIX,6,1,30000.00,0.00
INV-105418,CUST-01353,Soluções Moreira Ltda,SMB,2026-03-17,2026-04-16,2026-04-17,228.23,228.23,BOLETO,1,1,15000.00,0.00
INV-105481,CUST-01244,Varejo Gomes,SMB,2026-03-17,2026-04-16,2026-04-12,2056.65,2056.65,BOLETO,1,0,5000.00,0.00
INV-105901,CUST-01382,Farma Cardoso Ltda,SMB,2026-03-17,2026-04-01,,249.60,97.53,BANK_TRANSFER,1,0,50000.00,260.94
INV-106171,CUST-01083,Exportadora Nogueira Eireli,ENT,2026-03-17,2026-05-01,2026-04-30,59545.75,59545.75,BOLETO,1,0,500000.00,0.00
INV-106245,CUST-01545,Mineração Mendes ME,SMB,2026-03-17,2026-04-01,2026-03-29,531.05,531.05,PIX,1,0,30000.00,1215.26
INV-106368,CUST-01022,Tecnologia Gomes Ltda,MID,2026-03-17,2026-04-16,2026-04-15,31669.17,31669.17,BANK_TRANSFER,1,0,80000.00,0.00
INV-106402,CUST-01336,Soluções Teixeira do Brasil,SMB,2026-03-17,2026-04-16,2026-04-13,1147.91,1147.91,BOLETO,1,0,10000.00,276.82
INV-106607,CUST-01240,Engenharia Pinto Ltda,SMB,2026-03-17,2026-04-16,2026-04-15,1675.84,1675.84,BOLETO,1,0,50000.00,0.00
INV-106634,CUST-01533,Transportes Lima Ltda,SMB,2026-03-17,2026-04-16,2026-05-02,1632.73,1632.73,PIX,3,8,5000.00,4024.94
INV-106656,CUST-01260,Engenharia Ferreira Ltda,SMB,2026-03-17,2026-04-16,2026-04-18,944.59,944.59,CREDIT_CARD,1,2,15000.00,0.00
INV-106838,CUST-01123,Refrigeração Coelho Ltda,SMB,2026-03-17,2026-04-16,2026-04-16,2732.17,2732.17,BANK_TRANSFER,1,1,50000.00,0.00
INV-106894,CUST-01392,Têxtil Nogueira S.A.,SMB,2026-03-17,2026-05-01,2026-05-01,116.86,116.86,BOLETO,2,0,20000.00,0.00
INV-106906,CUST-01272,Editora Santos ME,SMB,2026-03-17,2026-04-16,2026-04-12,440.78,440.78,PIX,1,1,50000.00,0.00
INV-107008,CUST-01467,Agro Pinto S.A.,MID,2026-03-17,2026-04-16,,28411.07,9578.01,BOLETO,1,0,200000.00,0.00
INV-107170,CUST-01560,Tecnologia Carvalho Comercial,MID,2026-03-17,2026-04-16,2026-04-12,1951.11,1951.11,BOLETO,1,0,50000.00,3492.40
INV-107192,CUST-01448,Importadora Moreira do Brasil,SMB,2026-03-17,2026-04-01,2026-04-02,2526.23,2526.23,BOLETO,1,0,30000.00,0.00
INV-107330,CUST-01588,Madeireira Barros S.A.,SMB,2026-03-17,2026-04-16,2026-04-18,3086.98,3086.98,PIX,1,0,30000.00,216.84
INV-107357,CUST-01381,Tecnologia Nogueira Comercial,MID,2026-03-17,2026-04-16,2026-04-11,5642.11,5642.11,BANK_TRANSFER,1,2,200000.00,524.49
INV-107417,CUST-01459,Construtora Castro ME,SMB,2026-03-17,2026-04-16,2026-04-18,4602.20,4602.20,PIX,1,1,15000.00,0.00
INV-107658,CUST-01037,Engenharia Ferreira,SMB,2026-03-17,2026-04-16,,3855.07,0.00,BANK_TRANSFER,3,1,10000.00,619.13
INV-107754,CUST-01580,Refrigeração Cardoso ME,SMB,2026-03-17,2026-04-16,,498.42,393.61,BOLETO,3,1,20000.00,237.84
INV-107962,CUST-01479,Madeireira Pinto ME,SMB,2026-03-17,2026-04-16,2026-04-13,1743.69,1743.69,BOLETO,1,0,10000.00,349.03
INV-107979,CUST-01524,Indústria Almeida Eireli,SMB,2026-03-17,2026-04-01,2026-03-31,3500.98,3500.98,BOLETO,1,6,30000.00,3552.45
INV-100029,CUST-01552,Comércio Lima do Brasil,MID,2026-03-18,2026-05-02,2026-05-01,5855.11,5855.11,BOLETO,1,0,50000.00,0.00
INV-100084,CUST-01444,Engenharia Carvalho,SMB,2026-03-18,2026-04-17,2026-04-14,2937.36,2937.36,BOLETO,1,0,20000.00,0.00
INV-100162,CUST-01494,Construtora Andrade Eireli,SMB,2026-03-18,2026-04-17,2026-05-14,2253.37,2253.37,BOLETO,4,3,10000.00,0.00
INV-100179,CUST-01475,Têxtil Coelho ME,SMB,2026-03-18,2026-04-17,2026-04-19,3088.89,3088.89,BOLETO,1,0,20000.00,0.00
INV-100369,CUST-01451,Importadora Martins Comercial,MID,2026-03-18,2026-04-17,2026-04-14,11643.34,11643.34,BOLETO,1,0,80000.00,0.00
INV-100441,CUST-01168,Farma Barros Ltda,MID,2026-03-18,2026-04-17,2026-05-14,11116.25,11116.25,BOLETO,5,0,120000.00,0.00
INV-100442,CUST-01197,Madeireira Vargas S.A.,SMB,2026-03-18,2026-04-17,2026-05-14,4313.20,4313.20,PIX,2,0,50000.00,1170.47
INV-100597,CUST-01146,Madeireira Ribeiro Ltda,SMB,2026-03-18,2026-04-17,2026-04-16,2615.46,2615.46,BANK_TRANSFER,1,0,15000.00,0.00
INV-100732,CUST-01375,Mineração Pereira do Brasil,SMB,2026-03-18,2026-04-17,2026-04-15,1666.25,1666.25,PIX,2,0,10000.00,0.00
INV-100870,CUST-01204,Climatização Castro do Brasil,SMB,2026-03-18,2026-04-17,2026-04-16,646.19,646.19,BOLETO,1,0,50000.00,0.00
INV-101094,CUST-01121,Logística Santos,SMB,2026-03-18,2026-04-02,2026-03-29,2538.03,2538.03,PIX,1,0,10000.00,0.00
INV-101106,CUST-01249,Gráfica Costa ME,SMB,2026-03-18,2026-04-17,,693.97,0.00,PIX,2,2,10000.00,302.04
INV-101273,CUST-01451,Importadora Martins Comercial,MID,2026-03-18,2026-04-02,2026-04-04,8671.04,8671.04,BOLETO,2,0,80000.00,0.00
INV-101337,CUST-01414,Farma Andrade Eireli,SMB,2026-03-18,2026-04-17,2026-04-17,1307.07,1307.07,BOLETO,1,0,50000.00,0.00
INV-101354,CUST-01373,Varejo Pinto Eireli,MID,2026-03-18,2026-04-17,2026-04-19,5662.56,5662.56,BOLETO,1,3,120000.00,0.00
INV-101467,CUST-01141,Indústria Barros do Brasil,SMB,2026-03-18,2026-04-17,2026-04-18,2212.07,2212.07,BOLETO,1,1,5000.00,0.00
INV-101551,CUST-01046,Engenharia Lima ME,SMB,2026-03-18,2026-04-17,2026-04-19,1325.21,1325.21,BOLETO,1,0,30000.00,0.00
INV-101572,CUST-01252,Serviços Barros Comercial,SMB,2026-03-18,2026-04-02,2026-03-29,3456.38,3456.38,CREDIT_CARD,1,0,50000.00,0.00
INV-101853,CUST-01026,Refrigeração Nogueira Comercial,SMB,2026-03-18,2026-04-02,2026-04-04,1494.47,1494.47,BOLETO,1,0,30000.00,0.00
INV-101872,CUST-01241,Construtora Pereira ME,SMB,2026-03-18,2026-04-17,2026-04-19,1791.71,1791.71,BOLETO,1,1,10000.00,0.00
INV-101934,CUST-01103,Varejo Costa ME,SMB,2026-03-18,2026-04-17,2026-04-15,1771.21,1771.21,BOLETO,1,0,10000.00,1048.18
INV-102074,CUST-01111,Engenharia Costa do Brasil,MID,2026-03-18,2026-04-17,2026-04-18,14611.31,14611.31,PIX,1,0,50000.00,6029.38
INV-102118,CUST-01235,Editora Mendes S.A.,MID,2026-03-18,2026-04-17,2026-04-18,11762.66,11762.66,BOLETO,2,1,200000.00,0.00
INV-102209,CUST-01305,Tecnologia Vargas Eireli,ENT,2026-03-18,2026-04-17,2026-04-19,44765.32,44765.32,PIX,1,7,1500000.00,4450.27
INV-102276,CUST-01286,Mineração Moreira Comercial,SMB,2026-03-18,2026-04-17,2026-04-19,1621.14,1621.14,BOLETO,2,1,15000.00,0.00
INV-102292,CUST-01033,Metalúrgica Andrade ME,SMB,2026-03-18,2026-04-17,2026-04-12,4629.86,4629.86,BOLETO,1,2,50000.00,0.00
INV-102577,CUST-01560,Tecnologia Carvalho Comercial,MID,2026-03-18,2026-04-17,2026-04-15,5510.88,5510.88,BOLETO,2,0,50000.00,0.00
INV-102595,CUST-01350,Metalúrgica Mendes Ltda,SMB,2026-03-18,2026-04-17,,6418.46,0.00,CREDIT_CARD,3,0,30000.00,5421.28
INV-102664,CUST-01094,Alimentos Nogueira Comercial,MID,2026-03-18,2026-04-17,2026-04-19,10382.92,10382.92,PIX,1,1,80000.00,0.00
INV-102755,CUST-01483,Metalúrgica Almeida S.A.,SMB,2026-03-18,2026-04-17,,572.77,0.00,BOLETO,4,0,30000.00,990.23
INV-102799,CUST-01551,Refrigeração Moreira Ltda,SMB,2026-03-18,2026-04-02,2026-04-03,2136.10,2136.10,BOLETO,1,2,10000.00,1517.82
INV-102822,CUST-01238,Têxtil Nogueira ME,SMB,2026-03-18,2026-04-17,2026-05-14,426.56,426.56,BOLETO,3,0,5000.00,147.48
INV-103068,CUST-01313,Agro Pinto Ltda,SMB,2026-03-18,2026-04-17,2026-04-12,1075.40,1075.40,CREDIT_CARD,1,1,50000.00,136.06
INV-103236,CUST-01489,Exportadora Mendes Ltda,SMB,2026-03-18,2026-04-17,2026-04-13,4989.71,4989.71,BOLETO,2,1,50000.00,1180.08
INV-103354,CUST-01343,Metalúrgica Vargas S.A.,SMB,2026-03-18,2026-04-02,2026-04-05,2365.20,2365.20,BOLETO,5,0,10000.00,0.00
INV-103389,CUST-01092,Têxtil Pereira Eireli,MID,2026-03-18,2026-04-17,2026-04-18,2890.17,2890.17,BANK_TRANSFER,1,0,120000.00,968.29
INV-103398,CUST-01308,Mineração Ribeiro Comercial,SMB,2026-03-18,2026-04-17,2026-04-16,536.50,536.50,BOLETO,1,0,5000.00,0.00
INV-103433,CUST-01262,Transportes Santos ME,SMB,2026-03-18,2026-04-02,,1517.01,674.49,CREDIT_CARD,6,0,10000.00,0.00
INV-103852,CUST-01043,Construtora Mendes,MID,2026-03-18,2026-04-17,2026-04-16,7046.01,7046.01,BOLETO,1,1,50000.00,0.00
INV-103862,CUST-01407,Construtora Lima do Brasil,MID,2026-03-18,2026-04-17,2026-04-15,9279.60,9279.60,PIX,1,1,80000.00,0.00
INV-103919,CUST-01019,Metalúrgica Castro ME,MID,2026-03-18,2026-04-17,2026-04-19,18050.39,18050.39,BOLETO,1,0,80000.00,1280.77
INV-104590,CUST-01069,Importadora Martins do Brasil,SMB,2026-03-18,2026-04-17,2026-05-14,1571.98,1571.98,BOLETO,5,2,20000.00,980.11
INV-104640,CUST-01203,Transportes Santos do Brasil,SMB,2026-03-18,2026-04-17,2026-04-12,4405.57,4405.57,BOLETO,1,1,10000.00,167.77
INV-104686,CUST-01062,Exportadora Oliveira Eireli,SMB,2026-03-18,2026-04-17,,1487.91,0.00,BOLETO,1,0,20000.00,1055.80
INV-104783,CUST-01161,Importadora Moreira ME,SMB,2026-03-18,2026-04-17,2026-04-19,774.61,774.61,BOLETO,1,0,30000.00,0.00
INV-104809,CUST-01257,Madeireira Ribeiro S.A.,SMB,2026-03-18,2026-04-17,2026-04-15,3242.71,3242.71,PIX,1,1,10000.00,0.00
INV-104830,CUST-01579,Farma Martins Eireli,SMB,2026-03-18,2026-04-02,2026-03-30,2411.82,2411.82,BOLETO,1,0,10000.00,369.69
INV-104839,CUST-01375,Mineração Pereira do Brasil,SMB,2026-03-18,2026-04-02,2026-04-02,2660.53,2660.53,PIX,1,0,10000.00,0.00
INV-104891,CUST-01159,Comércio Lima Comercial,MID,2026-03-18,2026-04-17,2026-04-13,3329.15,3329.15,PIX,1,1,50000.00,0.00
INV-104925,CUST-01225,Engenharia Pinto Eireli,MID,2026-03-18,2026-04-17,2026-04-15,5377.63,5377.63,BOLETO,1,0,50000.00,0.00
INV-104982,CUST-01259,Comércio Rodrigues,SMB,2026-03-18,2026-05-02,,2820.67,1748.84,BOLETO,5,3,15000.00,0.00
INV-105073,CUST-01099,Agro Fernandes do Brasil,SMB,2026-03-18,2026-04-17,,1345.28,0.00,BOLETO,1,4,30000.00,50.78
INV-105104,CUST-01396,Logística Moreira Ltda,SMB,2026-03-18,2026-04-17,2026-04-15,1250.87,1250.87,CREDIT_CARD,1,0,5000.00,0.00
INV-105134,CUST-01099,Agro Fernandes do Brasil,SMB,2026-03-18,2026-04-17,,935.26,0.00,PIX,3,4,30000.00,588.89
INV-105277,CUST-01600,Editora Costa Comercial,MID,2026-03-18,2026-04-17,2026-04-12,3583.39,3583.39,CREDIT_CARD,1,0,120000.00,0.00
INV-105397,CUST-01160,Editora Coelho,MID,2026-03-18,2026-04-17,2026-04-14,7524.01,7524.01,BANK_TRANSFER,1,1,120000.00,0.00
INV-105688,CUST-01035,Transportes Santos Ltda,MID,2026-03-18,2026-04-02,2026-03-29,20507.90,20507.90,BANK_TRANSFER,1,1,200000.00,0.00
INV-105693,CUST-01343,Metalúrgica Vargas S.A.,SMB,2026-03-18,2026-05-02,2026-05-03,4527.83,4527.83,BOLETO,2,0,10000.00,0.00
INV-105697,CUST-01599,Comércio Carvalho S.A.,ENT,2026-03-18,2026-04-17,2026-04-14,71849.79,71849.79,BANK_TRANSFER,1,0,300000.00,25311.02
INV-105713,CUST-01320,Transportes Rocha ME,SMB,2026-03-18,2026-04-17,,2373.47,1139.81,BOLETO,3,0,50000.00,0.00
INV-105716,CUST-01266,Construtora Rodrigues Comercial,SMB,2026-03-18,2026-04-17,2026-04-17,3130.83,3130.83,CREDIT_CARD,1,0,15000.00,0.00
INV-105744,CUST-01096,Engenharia Barros Eireli,SMB,2026-03-18,2026-04-02,2026-03-28,2020.29,2020.29,PIX,1,0,50000.00,0.00
INV-105922,CUST-01418,Varejo Nogueira do Brasil,MID,2026-03-18,2026-04-17,,15880.16,5447.00,BANK_TRANSFER,2,0,80000.00,0.00
INV-106010,CUST-01413,Exportadora Souza S.A.,SMB,2026-03-18,2026-04-17,,4403.55,834.43,BOLETO,6,0,5000.00,2832.76
INV-106050,CUST-01556,Metalúrgica Almeida Ltda,SMB,2026-03-18,2026-04-02,2026-04-03,4391.85,4391.85,BOLETO,1,0,50000.00,0.00
INV-106094,CUST-01577,Tecnologia Rocha Eireli,SMB,2026-03-18,2026-05-02,2026-04-29,3586.38,3586.38,PIX,1,0,10000.00,0.00
INV-106117,CUST-01133,Comércio Almeida,SMB,2026-03-18,2026-04-02,2026-04-01,760.16,760.16,BOLETO,1,0,5000.00,0.00
INV-106256,CUST-01256,Editora Souza do Brasil,SMB,2026-03-18,2026-04-02,2026-04-02,3571.59,3571.59,CREDIT_CARD,1,0,10000.00,0.00
INV-106288,CUST-01581,Climatização Gomes do Brasil,SMB,2026-03-18,2026-04-17,2026-04-18,572.15,572.15,CREDIT_CARD,1,1,15000.00,0.00
INV-106360,CUST-01059,Refrigeração Nogueira Comercial,SMB,2026-03-18,2026-04-17,2026-04-13,3624.90,3624.90,BOLETO,1,1,30000.00,0.00
INV-106399,CUST-01370,Gráfica Lima Ltda,SMB,2026-03-18,2026-04-02,2026-03-28,1126.41,1126.41,BOLETO,2,1,20000.00,0.00
INV-106494,CUST-01510,Alimentos Fernandes Ltda,SMB,2026-03-18,2026-04-17,2026-04-27,695.00,695.00,BOLETO,4,1,10000.00,95.81
INV-106617,CUST-01315,Soluções Cardoso Eireli,SMB,2026-03-18,2026-04-02,,1269.77,425.27,CREDIT_CARD,2,0,5000.00,0.00
INV-106755,CUST-01505,Refrigeração Ferreira do Brasil,ENT,2026-03-18,2026-04-02,2026-04-08,79357.28,79357.28,BANK_TRANSFER,3,0,3000000.00,0.00
INV-106765,CUST-01304,Comércio Pinto do Brasil,MID,2026-03-18,2026-04-17,2026-04-14,5703.64,5703.64,BOLETO,1,2,120000.00,0.00
INV-106775,CUST-01325,Soluções Pinto S.A.,SMB,2026-03-18,2026-04-17,2026-04-15,2233.98,2233.98,CREDIT_CARD,1,0,50000.00,0.00
INV-106814,CUST-01077,Agro Costa Comercial,MID,2026-03-18,2026-04-17,2026-04-19,13069.11,13069.11,CREDIT_CARD,1,2,120000.00,6484.04
INV-106895,CUST-01409,Têxtil Nogueira Comercial,SMB,2026-03-18,2026-04-17,2026-04-18,2053.81,2053.81,BANK_TRANSFER,1,0,5000.00,453.11
INV-106896,CUST-01055,Refrigeração Rodrigues Ltda,MID,2026-03-18,2026-04-17,2026-05-14,24056.58,24056.58,BOLETO,3,0,50000.00,2980.40
INV-107071,CUST-01431,Atacadista Costa Comercial,SMB,2026-03-18,2026-04-17,2026-04-17,4775.06,4775.06,BOLETO,2,0,20000.00,0.00
INV-107085,CUST-01136,Refrigeração Santos ME,SMB,2026-03-18,2026-04-17,,2210.59,0.00,CREDIT_CARD,1,0,5000.00,2262.53
INV-107140,CUST-01433,Construtora Nogueira ME,ENT,2026-03-18,2026-04-17,2026-04-17,126735.63,126735.63,PIX,1,2,300000.00,0.00
INV-107215,CUST-01426,Varejo Carvalho ME,MID,2026-03-18,2026-04-17,2026-04-19,17461.53,17461.53,CREDIT_CARD,1,0,200000.00,8317.56
INV-107285,CUST-01344,Importadora Lima Comercial,SMB,2026-03-18,2026-04-17,2026-04-16,673.85,673.85,BOLETO,1,0,30000.00,0.00
INV-107396,CUST-01499,Metalúrgica Ribeiro Ltda,MID,2026-03-18,2026-05-02,2026-05-03,19413.59,19413.59,PIX,1,0,50000.00,0.00
INV-107421,CUST-01130,Construtora Rodrigues Comercial,MID,2026-03-18,2026-04-17,,40434.97,0.00,PIX,3,0,120000.00,6170.29
INV-107472,CUST-01566,Gráfica Oliveira S.A.,SMB,2026-03-18,2026-04-17,2026-04-17,1566.46,1566.46,BOLETO,1,2,15000.00,2516.85
INV-107579,CUST-01284,Indústria Fernandes ME,SMB,2026-03-18,2026-04-02,2026-03-31,863.62,863.62,BOLETO,2,0,15000.00,576.87
INV-107624,CUST-01567,Mineração Coelho S.A.,SMB,2026-03-18,2026-04-17,,1940.55,803.75,PIX,1,0,30000.00,0.00
INV-107652,CUST-01065,Indústria Ferreira Eireli,SMB,2026-03-18,2026-04-17,2026-04-14,989.52,989.52,PIX,1,0,10000.00,34.35
INV-107825,CUST-01211,Varejo Rocha ME,ENT,2026-03-18,2026-04-17,,43118.96,16975.33,BANK_TRANSFER,3,2,500000.00,0.00
INV-107853,CUST-01035,Transportes Santos Ltda,MID,2026-03-18,2026-04-02,2026-03-30,13028.61,13028.61,CREDIT_CARD,2,1,200000.00,0.00
INV-107858,CUST-01081,Metalúrgica Costa Ltda,MID,2026-03-18,2026-04-17,2026-05-14,9113.55,9113.55,PIX,1,0,50000.00,0.00
INV-107867,CUST-01338,Comércio Cardoso Comercial,SMB,2026-03-18,2026-04-17,2026-04-15,2621.24,2621.24,PIX,1,2,15000.00,0.00
INV-107898,CUST-01429,Distribuidora Andrade Eireli,MID,2026-03-18,2026-04-17,,12378.33,0.00,PIX,1,0,50000.00,0.00
INV-100042,CUST-01391,Varejo Castro do Brasil,SMB,2026-03-19,2026-04-03,,2047.50,1293.95,BOLETO,1,1,10000.00,0.00
INV-100052,CUST-01120,Farma Nogueira ME,SMB,2026-03-19,2026-04-03,2026-03-30,1350.86,1350.86,PIX,1,0,10000.00,0.00
INV-100105,CUST-01428,Madeireira Coelho do Brasil,MID,2026-03-19,2026-04-18,,14029.76,0.00,BANK_TRANSFER,4,0,80000.00,0.00
INV-100249,CUST-01017,Tecnologia Coelho Eireli,SMB,2026-03-19,2026-04-18,,660.56,463.17,BOLETO,2,0,30000.00,0.00
INV-100343,CUST-01340,Soluções Lima ME,SMB,2026-03-19,2026-04-03,2026-04-02,3814.53,3814.53,BOLETO,2,2,20000.00,0.00
INV-100463,CUST-01206,Madeireira Ferreira Ltda,SMB,2026-03-19,2026-04-18,2026-05-14,609.02,609.02,BOLETO,4,1,20000.00,0.00
INV-100599,CUST-01109,Logística Moreira Comercial,SMB,2026-03-19,2026-04-18,,50.00,16.49,PIX,1,3,30000.00,0.00
INV-100605,CUST-01238,Têxtil Nogueira ME,SMB,2026-03-19,2026-05-03,2026-05-03,286.60,286.60,CREDIT_CARD,1,0,5000.00,0.00
INV-100630,CUST-01080,Indústria Ferreira Ltda,SMB,2026-03-19,2026-04-18,,3276.42,0.00,BOLETO,3,7,5000.00,0.00
INV-100645,CUST-01166,Transportes Souza,SMB,2026-03-19,2026-04-18,,2282.68,926.04,BOLETO,2,0,10000.00,0.00
INV-100648,CUST-01444,Engenharia Carvalho,SMB,2026-03-19,2026-04-03,,2136.60,1508.42,BOLETO,2,0,20000.00,0.00
INV-100668,CUST-01009,Exportadora Coelho do Brasil,SMB,2026-03-19,2026-04-18,,3565.01,2112.64,BANK_TRANSFER,3,0,10000.00,0.00
INV-100849,CUST-01107,Indústria Castro ME,SMB,2026-03-19,2026-04-03,,626.33,0.00,BOLETO,4,1,10000.00,288.72
INV-101028,CUST-01227,Madeireira Pereira ME,SMB,2026-03-19,2026-04-18,2026-04-19,383.51,383.51,PIX,2,9,20000.00,0.00
INV-101041,CUST-01465,Agro Costa ME,SMB,2026-03-19,2026-04-18,2026-04-15,4689.51,4689.51,BOLETO,1,0,50000.00,950.66
INV-101110,CUST-01343,Metalúrgica Vargas S.A.,SMB,2026-03-19,2026-04-18,2026-04-13,3795.87,3795.87,BOLETO,1,0,10000.00,0.00
INV-101136,CUST-01031,Mineração Cardoso Comercial,MID,2026-03-19,2026-04-03,,15898.54,4181.87,BOLETO,3,1,120000.00,7984.32
INV-101169,CUST-01266,Construtora Rodrigues Comercial,SMB,2026-03-19,2026-05-03,,1488.22,820.21,BOLETO,2,0,15000.00,0.00
INV-101177,CUST-01508,Mineração Barros S.A.,MID,2026-03-19,2026-04-18,,18131.50,0.00,BANK_TRANSFER,1,0,300000.00,22665.32
INV-101215,CUST-01254,Exportadora Rodrigues Ltda,SMB,2026-03-19,2026-04-18,2026-04-15,4093.34,4093.34,BOLETO,1,0,10000.00,0.00
INV-101231,CUST-01578,Engenharia Vargas ME,SMB,2026-03-19,2026-04-18,2026-04-13,2481.24,2481.24,BOLETO,1,0,5000.00,1556.13
INV-101386,CUST-01019,Metalúrgica Castro ME,MID,2026-03-19,2026-04-18,,30607.33,15923.95,CREDIT_CARD,1,0,80000.00,0.00
INV-101815,CUST-01199,Atacadista Rocha do Brasil,SMB,2026-03-19,2026-04-03,2026-04-04,1762.51,1762.51,CREDIT_CARD,1,0,30000.00,858.45
INV-101822,CUST-01570,Agro Souza,SMB,2026-03-19,2026-04-18,2026-04-17,2457.68,2457.68,CREDIT_CARD,1,0,20000.00,0.00
INV-102166,CUST-01202,Climatização Lima S.A.,SMB,2026-03-19,2026-04-18,2026-05-14,1540.81,1540.81,BOLETO,3,0,15000.00,0.00
INV-102228,CUST-01082,Logística Moreira S.A.,SMB,2026-03-19,2026-04-18,2026-04-18,2700.52,2700.52,BOLETO,1,8,50000.00,0.00
INV-102392,CUST-01249,Gráfica Costa ME,SMB,2026-03-19,2026-04-18,2026-04-15,429.49,429.49,CREDIT_CARD,2,2,10000.00,499.66
